RoadSurfaceCondition,EventHitandRun,EventLocationOnRoadway,EventWeatherCondition,EventWorkZone,PedestrianInvolved,BicycleInvolved,Intoxication,Speeding,DisregardControl,NightTime,HeavyTruck,MotorCycle,AnimalInvolved,ElectronicDistraction,Driver1Sex,Driver1Condition,Driver1AlcoholUse,Driver1DrugUse,PropertyDamageAmount,HighestSeverity,Vehicle1Damage
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,9000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,200
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,5500
,,,,,,,,,,,,,,,,,,,,,1900
,,,,,,,,,,,,,,,,,,,,,12500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,12000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,9500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,12000
,,,,,,,,,,,,,,,,,,,,,8600
,,,,,,,,,,,,,,,,,,,,,4300
,,,,,,,,,,,,,,,,,,,,,6500
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,12000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,25000
,,,,,,,,,,,,,,,,,,,,,12000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,18000
,,,,,,,,,,,,,,,,,,,,,18000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,150
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,11000
,,,,,,,,,,,,,,,,,,,,,500
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,13000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,209000
,,,,,,,,,,,,,,,,,,,,,30000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,13000
,,,,,,,,,,,,,,,,,,,,,6500
,,,,,,,,,,,,,,,,,,,,,8500
,,,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,,,700
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,14000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,9300
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,9000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,25000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,250000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,12000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,9000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,9500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,9000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,1200
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,4500
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,200
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,4500
,,,,,,,,,,,,,,,,,,,,,4500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,3400
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,13000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,500
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,8500
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,8500
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,5500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,75000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,200000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,16000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2200
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,1450
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,1200
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,100000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,13000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,7500
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,6500
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,700
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,1500
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,14000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,18000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,15000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,20000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,3500
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,18000
,,,,,,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,6000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,5000
,,,,,,,,,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,10000
,,,,,,,,,,,,,,,,,,,,,4000
,,,,,,,,,,,,,,,,,,,,,7000
,,,,,,,,,,,,,,,,,,,,,2500
,,,,,,,,,,,,,,,,,,,,,8000
,,,,,,,,,,,,,,,,,,,,,12000
,,,,,,,,,,,,,,,,,,,,,24000
